Number of Breast Cancer Patients with HCPCS in NCH and Outpatient by claim year																							
In order to ensure confidentiality cell sizes less than 11 are masked (#).																							
HCPCS	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018			
C1726	#	#	53	135	#	61	175	239	281	373	394	479	473	559	629	620	698	791	831	908			
C1727	#	#	#	#	#	#	#	13	15	25	22	21	31	37	33	43	38	32	34	29			
C1728	#	#	#	59	#	27	46	97	366	466	414	401	444	381	344	319	260	247	227	58			
C1729	#	#	32	195	#	131	394	626	742	932	1158	1252	1394	1641	1941	2044	2074	2130	2118	1705			
C1730	#	#	22	63	#	35	107	180	192	225	270	288	320	417	442	532	525	579	583	624			
C1731	#	#	#	#	#	#	14	32	32	46	67	77	90	109	150	196	202	224	238	208			
C1732	#	#	#	13	#	#	18	38	42	71	83	94	126	162	186	259	291	361	382	398			
C1733	#	#	#	30	#	18	42	78	71	94	126	135	185	203	224	269	259	270	262	314			
C1749	#	#	#	#	#	#	#	#	#	#	#	#	18	17	#	#	#	#	#	#			
C1750	#	#	19	67	#	33	142	181	160	217	226	216	220	213	207	207	210	226	201	195			
C1751	#	#	58	275	#	386	1547	1915	1893	1845	1950	2050	1535	1616	1691	1800	1788	1749	1689	1548			
C1752	#	#	12	22	#	#	36	47	61	57	164	55	65	69	66	53	55	43	46	64			
C1753	#	#	13	24	#	25	58	69	93	125	174	177	211	201	251	228	202	205	241	255			
C1754	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1755	#	#	#	12	#	#	13	21	60	105	110	88	86	63	51	57	65	56	64	98			
C1756	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	13	#	11	#	#			
C1757	#	#	19	63	#	60	149	207	208	197	192	188	186	181	203	201	199	187	167	180			
C1758	#	#	29	94	#	82	235	284	283	296	364	477	502	694	720	767	761	884	879	871			
C1759	#	#	#	11	#	#	#	#	17	27	44	71	87	133	180	220	264	314	344	377			
C1760	#	#	441	1112	#	532	1167	1486	1653	1785	2187	2234	2122	2096	2101	2114	2159	2098	2064	1979			
C1762	#	#	19	33	#	14	41	70	79	83	129	114	115	139	144	171	167	159	210	172			
C1763	#	#	#	16	#	13	26	30	45	79	84	80	87	116	117	110	126	93	99	106			
C1764	#	#	#	#	#	#	13	34	30	41	43	37	78	71	82	201	255	347	370	433			
C1765	#	#	#	#	#	17	48	76	65	70	68	69	94	101	82	73	83	96	65	49			
C1766	#	#	#	20	#	#	65	115	159	173	206	242	234	243	261	362	409	397	424	434			
C1767	#	#	#	19	#	15	73	97	88	88	135	136	141	144	157	168	158	202	187	209			
C1768	#	#	24	69	#	35	84	99	118	128	142	176	172	178	167	181	153	156	159	167			
C1769	#	#	326	1273	#	885	2774	4483	4559	5125	5858	6445	6943	7154	7537	8091	8128	8329	8355	7829			
C1770	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1771	#	#	#	40	#	27	103	248	307	360	402	444	442	345	328	320	305	309	278	348			
C1772	#	#	#	#	#	#	19	40	32	39	44	29	45	45	54	42	44	42	47	35			
C1773	#	#	#	14	#	#	62	66	65	81	66	81	103	126	145	158	149	279	241	229			
C1774	#	#	#	57	316	52	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1775	#	#	#	283	889	1511	2344	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1776	#	#	15	30	#	20	55	81	109	97	147	152	169	191	225	267	298	310	340	1335			
C1777	#	#	#	#	#	#	#	#	11	#	14	15	23	27	51	76	98	113	122	142			
C1778	#	#	#	18	#	19	54	110	120	102	169	177	174	216	193	176	191	225	208	230			
C1779	#	#	#	#	#	#	17	46	53	66	82	70	76	75	82	77	79	59	71	61			
C1780	#	#	405	1151	#	416	961	1235	1337	1215	1259	1308	1423	1542	1493	1240	1070	812	678	586			
C1781	#	#	97	242	#	119	317	391	422	459	472	640	657	728	707	746	803	809	869	891			
C1782	#	#	#	#	#	#	#	#	#	#	#	14	26	24	51	35	38	53	36	44			
C1783	#	#	#	#	#	18	12	20	18	19	28	32	55	45	49	55	81	90	128	130			
C1784	#	#	17	63	#	23	38	36	38	46	26	26	18	21	18	20	23	26	25	27			
C1785	#	#	69	132	#	81	207	335	422	517	625	648	689	736	728	779	816	750	678	622			
C1786	#	#	26	63	#	20	76	81	101	114	126	143	147	130	171	149	145	128	122	134			
C1787	#	#	#	13	#	11	25	53	48	54	96	97	124	141	136	153	138	179	167	155			
C1788	#	#	271	762	#	496	1682	2855	3122	3143	3445	3333	3827	3961	4093	4450	4548	4456	4438	2415			
C1789	#	#	62	159	#	96	264	417	494	642	805	970	1106	1233	1441	1656	1783	1824	1783	1500			
C1790	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1791	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1810	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1811	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1813	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1814	#	#	#	#	#	11	13	31	27	24	28	36	29	20	24	40	29	32	33	35			
C1815	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1816	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1817	#	#	#	#	#	#	#	#	#	#	#	19	#	13	12	#	11	#	#	12			
C1818	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1819	#	#	#	#	#	37	36	70	169	292	317	317	332	298	346	332	358	393	380	131			
C1820	#	#	#	#	#	#	#	21	21	31	49	53	69	75	70	79	72	74	74	73			
C1821	#	#	#	#	#	#	#	#	12	#	11	20	#	#	#	#	#	11	26	28			
C1822	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	18	31	21			
C1830	#	#	#	#	#	#	#	#	#	#	#	#	#	18	43	58	86	84	131	92			
C1840	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	12	14	#	#	11			
C1850	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1865	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1872	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1874	#	#	#	20	#	40	113	201	181	315	505	558	605	601	738	849	836	842	916	916			
C1875	#	#	#	#	#	#	11	#	12	18	23	22	16	23	25	37	29	25	39	16			
C1876	#	#	60	141	#	63	190	260	319	390	444	451	422	455	438	424	434	391	329	319			
C1877	#	#	31	30	#	#	34	53	56	60	61	53	62	60	57	52	44	44	46	32			
C1878	#	#	#	#	#	#	#	#	#	#	#	13	19	18	25	30	27	30	23	33			
C1879	#	#	390	1070	#	448	1149	1730	2230	2232	2833	3272	3986	4652	2465	#	#	#	#	#			
C1880	#	#	#	17	#	#	17	46	52	46	71	64	84	82	69	88	73	54	57	40			
C1881	#	#	#	#	#	#	#	#	#	11	12	15	#	#	#	11	#	#	#	#			
C1882	#	#	#	#	#	#	25	23	44	40	98	107	126	124	156	206	209	229	189	188			
C1883	#	#	#	14	#	14	29	42	40	32	34	34	35	34	28	35	29	41	34	33			
C1884	#	#	#	#	#	#	22	15	18	30	35	37	38	45	52	40	72	68	59	55			
C1885	#	#	#	#	#	#	24	27	26	29	46	55	34	36	33	56	49	39	28	29			
C1886	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	16	#	13	47	29			
C1887	#	#	80	326	#	206	860	1507	1632	1798	2052	2265	2238	2233	2456	2657	2866	2908	3037	3020			
C1888	#	#	#	#	#	23	19	20	20	12	26	29	33	33	48	34	34	38	45	50			
C1889	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	40	83			
C1891	#	#	#	#	#	#	#	#	#	#	#	#	#	#	14	#	#	18	#	#			
C1892	#	#	#	53	#	53	112	203	243	283	356	360	353	437	489	561	540	565	573	504			
C1893	#	#	59	171	#	121	382	487	479	512	588	561	596	630	719	846	858	796	739	726			
C1894	#	#	170	647	#	427	1435	2079	2341	2690	3149	3633	4134	4634	5111	5514	5898	6304	6576	6124			
C1895	#	#	#	#	#	#	29	29	39	48	95	89	92	99	105	121	106	103	74	73			
C1896	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	15	17	11	17	21			
C1897	#	#	#	#	#	#	#	28	25	39	32	27	46	42	40	47	36	58	58	71			
C1898	#	#	37	88	#	48	87	146	149	224	316	387	437	483	499	548	565	555	548	583			
C1899	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1900	#	#	#	#	#	#	18	28	30	28	64	59	78	81	96	145	145	177	162	183			
C1936	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1940	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1979	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C1981	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2010	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2020	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2152	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2200	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2597	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2608	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2612	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2613	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	36	70	50			
C2614	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2615	#	#	#	12	#	#	#	12	16	16	13	11	19	21	28	28	41	19	27	19			
C2616	#	#	#	#	#	#	#	#	#	#	#	#	13	25	27	24	45	42	44	62			
C2617	#	#	27	61	#	41	112	139	181	211	265	302	336	452	504	593	675	793	788	868			
C2618	#	#	#	#	#	#	#	16	22	17	20	24	34	32	38	37	32	46	42	60			
C2619	#	#	#	#	#	#	16	14	#	11	18	23	#	#	#	#	#	#	#	#			
C2620	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2621	#	#	#	#	#	#	#	#	#	#	20	22	40	33	30	49	64	71	70	113			
C2622	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2623	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	59	135	113	151			
C2624	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	14	16	23			
C2625	#	#	#	#	#	#	20	44	51	77	88	93	112	117	136	105	146	157	186	187			
C2626	#	#	#	#	#	21	25	24	36	36	39	22	27	20	12	14	15	14	#	#			
C2627	#	#	#	#	#	#	17	36	51	85	86	105	93	93	61	58	50	36	37	30			
C2628	#	#	#	#	#	#	#	15	29	19	33	25	38	39	36	46	62	61	63	66			
C2629	#	#	#	45	#	#	25	53	44	40	48	64	66	64	82	85	67	66	50	43			
C2630	#	#	#	13	#	#	12	19	23	23	36	34	51	48	82	92	89	89	79	99			
C2631	#	#	25	64	#	14	39	54	46	38	52	54	58	40	30	25	43	41	38	54			
C2632	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2634	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2635	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2638	#	#	#	#	#	#	#	#	#	#	#	#	11	126	281	294	328	529	604	212			
C2639	#	#	#	#	#	#	#	#	#	#	#	#	13	91	#	#	46	72	151	49			
C2640	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2641	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2643	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2698	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2699	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C2788	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3400	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3401	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3551	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3553	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3555	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3557	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3800	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C3851	#	37	58	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C4300	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C4304	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C4309	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C4311	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C4600	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C4604	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C4607	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5001	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5005	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5017	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5038	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5045	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5271	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	143	118	66	36	36			
C5272	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	17	#	#	#	#			
C5273	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5274	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5275	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	42	29	20	#	#			
C5276	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5277	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5278	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5279	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5280	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5600	#	16	33	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C5601	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6001	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6005	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6012	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6017	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6050	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6058	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6501	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6650	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C6700	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8502	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8504	#	#	19	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8530	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8539	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8540	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8730	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8900	#	#	#	67	89	114	122	124	82	70	64	52	37	25	29	#	13	18	#	#			
C8901	#	#	#	20	22	18	27	24	15	#	14	21	19	27	15	18	11	19	16	11			
C8902	#	#	#	99	112	158	194	213	176	148	141	115	96	90	68	62	71	53	51	47			
C8903	#	#	#	29	39	43	42	36	64	53	33	21	31	28	20	25	11	15	#	#			
C8904	#	#	#	18	34	30	24	#	25	16	19	15	25	30	45	41	55	61	58	75			
C8905	#	#	22	142	210	318	394	431	595	563	483	412	420	329	308	257	271	239	221	160			
C8906	#	#	#	20	36	27	58	111	248	315	307	257	219	166	191	198	264	245	241	166			
C8907	#	#	#	#	27	34	52	56	137	206	135	114	121	273	187	139	172	171	173	237			
C8908	#	#	#	112	311	609	1136	1957	3693	5119	5393	5564	6271	6599	6802	7070	7842	8428	8794	5840			
C8909	#	#	#	#	16	11	12	#	#	23	15	16	#	18	19	12	14	17	11	13			
C8910	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	12	#	11	#			
C8911	#	#	#	#	16	15	24	29	29	28	30	37	36	27	26	31	37	39	38	36			
C8912	#	#	#	12	27	45	51	57	53	39	32	32	16	15	13	#	#	#	#	#			
C8913	#	#	#	13	#	#	13	17	11	#	#	#	#	#	#	#	#	#	#	#			
C8914	#	#	#	24	36	49	71	89	88	67	52	42	44	36	29	19	20	13	11	13			
C8918	#	#	#	#	#	20	26	21	20	#	#	#	#	#	#	#	#	#	#	#			
C8919	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8920	#	#	#	#	#	18	27	46	44	28	28	15	19	23	22	15	24	17	20	21			
C8921	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8922	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8923	#	#	#	#	#	#	#	#	#	193	88	33	37	37	55	74	91	79	92	71			
C8924	#	#	#	#	#	#	#	#	#	13	#	14	31	36	39	47	125	130	150	150			
C8925	#	#	#	#	#	#	#	#	#	#	24	26	25	31	38	36	40	35	36	33			
C8926	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8927	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8928	#	#	#	#	#	#	#	#	#	78	112	183	161	167	195	184	184	167	193	193			
C8929	#	#	#	#	#	#	#	#	#	#	296	435	570	630	755	967	1487	1587	1585	1573			
C8930	#	#	#	#	#	#	#	#	#	#	#	21	51	59	85	137	168	188	179	201			
C8933	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8934	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8935	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C8936	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	17	15			
C8950	#	#	#	#	#	#	#	16338	#	#	#	#	#	#	#	#	#	#	#	#			
C8951	#	#	#	#	#	#	#	6743	#	#	#	#	#	#	#	#	#	#	#	#			
C8952	#	#	#	#	#	#	#	20145	#	#	#	#	#	#	#	#	#	#	#	#			
C8953	#	#	#	#	#	#	#	1536	#	#	#	#	#	#	#	#	#	#	#	#			
C8954	#	#	#	#	#	#	#	3469	#	#	#	#	#	#	#	#	#	#	#	#			
C8955	#	#	#	#	#	#	#	2319	#	#	#	#	#	#	#	#	#	#	#	#			
C8957	#	#	#	#	#	#	#	12	26	27	39	18	14	17	32	33	15	19	13	14			
C8990	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9000	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9002	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9003	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9007	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9008	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9009	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9010	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9011	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9013	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9018	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9019	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9020	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9021	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9022	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9024	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9025	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9026	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	17	#	#	#			
C9027	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	31	#	#	#			
C9028	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9029	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9031	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9033	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9100	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9102	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9103	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9104	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9105	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9108	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9109	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9111	#	#	#	#	22	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9112	#	#	#	#	77	136	161	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9113	#	#	#	18	88	231	328	396	583	680	768	915	1309	1625	1844	2032	1804	2049	1745	1642			
C9114	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9115	#	#	#	240	134	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9116	#	#	#	#	21	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9119	#	#	#	64	212	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9120	#	#	#	#	135	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9121	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9124	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9125	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9126	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9127	#	#	#	#	#	#	73	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9128	#	#	#	#	#	#	24	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9131	#	#	#	#	#	#	#	#	#	#	#	#	#	#	217	#	#	#	#	#			
C9132	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	18	23	37	46	44			
C9201	#	#	#	#	#	15	15	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9202	#	#	#	#	23	72	79	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9203	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9204	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9205	#	#	#	#	12	27	33	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9207	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9210	#	#	#	#	#	178	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9212	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9213	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9214	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9215	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9218	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9220	#	#	#	#	#	#	50	89	#	#	#	#	#	#	#	#	#	#	#	#			
C9221	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9222	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9223	#	#	#	#	#	#	1201	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9225	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9226	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9228	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9229	#	#	#	#	#	#	#	18	#	#	#	#	#	#	#	#	#	#	#	#			
C9230	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9233	#	#	#	#	#	#	#	#	70	#	#	#	#	#	#	#	#	#	#	#			
C9235	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9238	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9239	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9240	#	#	#	#	#	#	#	#	#	81	#	#	#	#	#	#	#	#	#	#			
C9242	#	#	#	#	#	#	#	#	#	23	#	#	#	#	#	#	#	#	#	#			
C9243	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9244	#	#	#	#	#	#	#	#	#	61	#	#	#	#	#	#	#	#	#	#			
C9245	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9246	#	#	#	#	#	#	#	#	#	#	22	#	#	#	#	#	#	#	#	#			
C9247	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9248	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9250	#	#	#	#	#	#	#	#	#	#	#	#	#	13	14	#	#	#	11	12			
C9252	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9253	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
C9254	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	13	#			
C9255	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
